116HG	Prader-Willi Syndrome
hsa-mir-138-1	Glioma, Neuroblastoma
hsa-mir-138-2	Glioma, Neuroblastoma
hsa-mir-138	Alzheimer's Disease, Bipolar Disorder, Cerebral Ischemia, Glioma, Glioma, Schizophrenia
hsa-mir-139	Alzheimer's Disease, Epilepsy, Glioma, Neurodegenerative Disease
hsa-mir-140	Autism Spectrum Disorder, Glioma
hsa-mir-141-3p	Glioma
hsa-mir-141	Amyotrophic Lateral Sclerosis, Glioma, Neuroblastoma
hsa-mir-142-3p	Glioma
hsa-mir-142a	Alzheimer's Disease
hsa-mir-142	Alzheimer's Disease, Alzheimer's Disease, Cerebral Malaria, Glioma
hsa-mir-143	Alzheimer's Disease, Glioma, Intracranial Aneurysm, Neuroblastoma
hsa-mir-144	Alzheimer's Disease, Amyotrophic Lateral Sclerosis, Glioma, Neurodegenerative Disease, Schizophrenia
hsa-mir-145	Acute Ischemic Stroke, Cerebral Ischemia, Glioma, Intracranial Aneurysm, Meningioma, Neuroblastoma
hsa-mir-146	Acute Cerebral Infarction, Alzheimer's Disease, Amyotrophic Lateral Sclerosis, Autism Spectrum Disorder, Cerebral Ischemia, Cerebral Malaria, Epilepsy, Glioma, Huntington's Disease, Intracranial Aneurysm, Meningitis, Neurodegenerative Disease, Status Epilepticus
hsa-mir-146b	Amyotrophic Lateral Sclerosis, Autism Spectrum Disorder, Glioma, Neuroblastoma, Schizophrenia
hsa-mir-147b	Glioma, Neuroblastoma
hsa-mir-148	Acute Ischemic Stroke, Alzheimer's Disease, Amyotrophic Lateral Sclerosis, Anxiety Disorder, Glioma, Huntington's Disease
hsa-mir-148b	Alzheimer's Disease, Amyotrophic Lateral Sclerosis, Anxiety Disorder, Autism Spectrum Disorder, Glioma
hsa-mir-149	Acute Cerebral Infarction, Glioma
hsa-mir-150	Cerebral Malaria, Glioma, Huntington's Disease
hsa-mir-151a	Alzheimer's Disease, Amyotrophic Lateral Sclerosis, Glioma
hsa-mir-151b	Amyotrophic Lateral Sclerosis
hsa-mir-151	Glioma
hsa-mir-152	Anxiety Disorder, Glioma, Neuroblastoma
hsa-mir-153-1	Alzheimer's Disease, Glioma
hsa-mir-153-2	Alzheimer's Disease, Glioma
hsa-mir-153	Alzheimer's Disease, Glioma, Neuroblastoma
hsa-mir-154	Glioma
hsa-mir-155-3p	Glioma
hsa-mir-155	Alzheimer's Disease, Amyotrophic Lateral Sclerosis, Cerebral Malaria, Encephalitis, Encephalomyelitis, Epilepsy, Glioma, Intracerebral Hemorrhage, Neuronal Apoptosis-Related Disease
hsa-mir-15a	Alzheimer's Disease, Amyotrophic Lateral Sclerosis, Autism Spectrum Disorder, Epilepsy, Glioma, Neuroblastoma, Schizophrenia
hsa-mir-15b-3p	Glioma
hsa-mir-15b-5p	Glioma
hsa-mir-15b	Alzheimer's Disease, Amyotrophic Lateral Sclerosis, Autism Spectrum Disorder, Bipolar Disorder, Glioma, Schizophrenia
hsa-mir-15	Glioma
hsa-mir-161	Alzheimer's Disease
hsa-mir-16-1	Glioma
hsa-mir-16-2	Alzheimer's Disease, Glioma
hsa-mir-16-5p	Glioma
hsa-mir-16	Acute Cerebral Infarction, Alzheimer's Disease, Amyotrophic Lateral Sclerosis, Depression Disorder, Glioma
hsa-mir-17-5p	Glioma
hsa-mir-17	Alzheimer's Disease, Brain Neoplasms, Encephalomyelitis, Epilepsy, Glioma, Neuroblastoma, Schizophrenia
hsa-mir-181a-2	Glioma
hsa-mir-181a-5p	Glioma
hsa-miR-181a-5p	Glioma
hsa-mir-181a	Cerebral Cavernous Malformation, Glioma, Neuroblastoma, Neurodegenerative Disease
hsa-mir-181	Autism Spectrum Disorder, Schizophrenia
hsa-mir-181b-1	Autism Spectrum Disorder, Glioma, Schizophrenia
hsa-mir-181b-2	Glioma, Schizophrenia
hsa-mir-181b-5p	Glioma
hsa-mir-181b	Autism Spectrum Disorder, Glioma, Schizophrenia
hsa-mir-181c	Alzheimer's Disease, Brain Neoplasms, Epilepsy, Glioma, Neuroblastoma
hsa-mir-181d	Autism Spectrum Disorder, Glioma
hsa-mir-1825	Glioma
hsa-mir-182	Amyotrophic Lateral Sclerosis, Autism Spectrum Disorder, Cerebral Ischemia, Glioma, Neuroblastoma
hsa-mir-183	Amyotrophic Lateral Sclerosis, Glioma, Neuroblastoma, Schizophrenia
hsa-mir-184	Autism Spectrum Disorder, Epilepsy, Glioma
hsa-mir-185	Depression Disorder, Glioma
hsa-mir-186	Alzheimer's Disease, Amyotrophic Lateral Sclerosis, Glioma
hsa-mir-188	Alzheimer's Disease, Glioma
hsa-mir-1896	Encephalomyelitis
hsa-mir-18	Alzheimer's Disease, Brain Neoplasms, Glioma, Neuroblastoma
hsa-mir-18b	Glioma
hsa-mir-1908	Glioma
hsa-mir-1909	Neuroepithelial Tumor
hsa-mir-190a	Meningioma, Neuroblastoma
hsa-mir-190b	Alzheimer's Disease, Neuroblastoma
hsa-mir-191	Alzheimer's Disease, Glioma, Neuroendocrine Tumor
hsa-mir-192	Glioma, Mild Cognitive Impairment, Neuroblastoma
hsa-mir-193b	Alzheimer's Disease, Autism Spectrum Disorder, Cerebral Malaria, Glioma
hsa-mir-193	Glioma, Schizophrenia
hsa-mir-194	Epilepsy, Glioma
hsa-mir-195	Alzheimer's Disease, Glioma, Schizophrenia
hsa-mir-196-1	Acute Cerebral Infarction, Glioma
hsa-mir-196-2	Acute Cerebral Infarction, Glioma
hsa-mir-196a	Glioma, Huntington's Disease, Neuroendocrine Tumor
hsa-mir-196b	Glioma
hsa-mir-196	Glioma
hsa-mir-197	Glioma
hsa-mir-198	Glioma, Schizophrenia
hsa-mir-199a-3p	Glioma
hsa-mir-199a	Autism Spectrum Disorder, Glioma
hsa-mir-19a-3p	Glioma
hsa-mir-19a	Acute Ischemic Stroke, Brain Neoplasms, Cerebral Malaria, Glioma, Huntington's Disease, Neuroblastoma
hsa-mir-19b-1	Brain Neoplasms, Glioma, Neuroblastoma
hsa-mir-19b-2	Glioma
hsa-mir-19b-3p	Glioma
hsa-mir-19b	Cerebral Malaria, Glioma, Neuroblastoma
hsa-mir-19	Glioma, Neurodegenerative Disease, Schizophrenia
hsa-mir-1	Glioma, Intracranial Aneurysm, Neuroblastoma
hsa-mir-200a	Alzheimer's Disease, Amyotrophic Lateral Sclerosis, Glioma, Huntington's Disease, Meningioma, Neuroblastoma
hsa-mir-200b	Glioma
hsa-mir-200c	Alzheimer's Disease, Glioma, Huntington's Disease
hsa-mir-200	Glioma
hsa-mir-203	Glioma, Neuroblastoma, Neurodegenerative Disease
hsa-mir-204	Frontotemporal Dementia, Glioma, Neuroblastoma
hsa-mir-205	Cerebral Malaria, Glioma, Neuroblastoma
hsa-mir-206	Alzheimer's Disease, Amyotrophic Lateral Sclerosis, Bipolar Disorder, Encephalitis, Glioma, Mild Cognitive Impairment, Schizophrenia
hsa-mir-208a-3p	Glioma
hsa-mir-208b	Glioma
hsa-mir-208	Glioma
hsa-mir-20a-5p	Glioma
hsa-mir-20	Alzheimer's Disease, Brain Neoplasms, Glioma, Neuroblastoma
hsa-mir-20b	Encephalomyelitis, Glioma, Schizophrenia
hsa-mir-210	Acute Cerebral Infarction, Acute Cerebral Ischemia, Acute Ischemic Stroke, Cerebral Ischemia, Epilepsy, Glioma, Neurilemmoma, Neuroblastoma, Neuroendocrine Tumor
hsa-mir-2110	Amyotrophic Lateral Sclerosis
hsa-mir-211	Glioma
hsa-mir-212	Alzheimer's Disease, Autism Spectrum Disorder, Glioma, Neuroblastoma, Schizophrenia
hsa-mir-214	Glioma, Huntington's Disease
hsa-mir-215	Cerebral Malaria, Glioma
hsa-mir-216b	Glioma
hsa-mir-218-1	Bipolar Disorder, Glioma, Schizophrenia
hsa-mir-218-2	Glioma
hsa-mir-218	Acute Ischemic Stroke, Amyotrophic Lateral Sclerosis, Glioma, Neuroblastoma
hsa-mir-219-2	Schizophrenia
hsa-mir-219	Alzheimer's Disease, Glioma, Meningioma, Schizophrenia
hsa-mir-21	Acute Cerebral Infarction, Alzheimer's Disease, Autism Spectrum Disorder, Brain Neoplasms, Central Nervous System Embryonal Tumor, Epilepsy, Glioma, Meningioma, Neurilemmoma, Neuroblastoma, Neuroma
hsa-mir-220a	Glioma
hsa-mir-221	Amyotrophic Lateral Sclerosis, Autism Spectrum Disorder, Brain Neoplasms, Central Nervous System Embryonal Tumor, Epilepsy, Glioma, Neuroblastoma
hsa-mir-222-3p	Glioma
hsa-mir-222	Alzheimer's Disease, Brain Neoplasms, Central Nervous System Embryonal Tumor, Epilepsy, Glioma, Neuroblastoma
hsa-mir-223	Acute Ischemic Stroke, Amyotrophic Lateral Sclerosis, Cerebral Malaria, Encephalomyelitis, Epilepsy, Glioma
hsa-mir-22-3p	Glioma
hsa-mir-224	Cerebral Ischemia, Glioma, Meningioma
hsa-miR-22-5p	Glioma
hsa-mir-22	Acute Ischemic Stroke, Amyotrophic Lateral Sclerosis, Glioma, Huntington's Disease, Schizophrenia
hsa-mir-23a	Amyotrophic Lateral Sclerosis, Autism Spectrum Disorder, Epilepsy, Glioma, Huntington's Disease, Neuronal Apoptosis-Related Disease, Schizophrenia
hsa-mir-23	Acute Ischemic Stroke
hsa-mir-23b	Autism Spectrum Disorder, Glioma, Intracranial Aneurysm, Neuronal Apoptosis-Related Disease
hsa-mir-24-1	Glioma, Intracranial Aneurysm, Schizophrenia
hsa-mir-24-2	Glioma, Schizophrenia
hsa-mir-24	Acute Cerebral Infarction, Aneurysmal Subarachnoid Hemorrhage, Cerebral Ischemia, Glioma, Huntington's Disease
hsa-mir-25	Brain Neoplasms, Glioma, Meningitis, Neuroblastoma
hsa-mir-2682	Autism Spectrum Disorder, Schizophrenia
hsa-mir-26a-1	Alzheimer's Disease, Glioma, Intracerebral Hemorrhage
hsa-mir-26a-2	Alzheimer's Disease, Glioma, Intracerebral Hemorrhage
hsa-mir-26a	Acute Cerebral Infarction, Alzheimer's Disease, Amyotrophic Lateral Sclerosis, Glioma, Neurodegenerative Disease
hsa-mir-26b	Alzheimer's Disease, Amyotrophic Lateral Sclerosis, Glioma, Schizophrenia
hsa-mir-27a	Alzheimer's Disease, Autism Spectrum Disorder, Cerebral Malaria, Glioma, Intracerebral Hemorrhage, Neuronal Apoptosis-Related Disease
hsa-mir-27b	Amyotrophic Lateral Sclerosis, Glioma, Neuroblastoma, Neuronal Apoptosis-Related Disease
hsa-mir-28	Amyotrophic Lateral Sclerosis
hsa-mir-296	Alzheimer's Disease, Brain Neoplasms, Glioma, Neurofibromatosis
hsa-mir-297	Glioma
hsa-mir-298	Epilepsy, Intracerebral Hemorrhage
hsa-mir-299	Glioma
hsa-mir-29	Alzheimer's Disease, Glioma, Neurilemmoma, Neuroblastoma, Schizophrenia
hsa-mir-29b-1	Alzheimer's Disease, Glioma, Schizophrenia
hsa-mir-29b-2	Alzheimer's Disease, Glioma, Intracranial Aneurysm
hsa-mir-29b	Alzheimer's Disease, Cerebral Aneurysm, Cerebral Ischemia, Encephalitis, Glioma, Meningioma, Neuroblastoma, Schizophrenia
hsa-mir-29c	Alzheimer's Disease, Glioma, Meningioma, Neurilemmoma, Schizophrenia
hsa-mir-300	Glioma
hsa-mir-301	Alzheimer's Disease, Epilepsy, Glioma
hsa-mir-302b	Glioma
hsa-mir-302c	Glioma
hsa-mir-302d	Glioma
hsa-mir-302f	Alzheimer's Disease
hsa-mir-302	Glioma, Neurodegenerative Disease
hsa-mir-30a-5p	Glioma
hsa-mir-30	Acute Ischemic Stroke, Glioma
hsa-mir-30a	Epilepsy, Glioma, Neuroblastoma, Neuroendocrine Tumor, Schizophrenia
hsa-mir-30b	Amyotrophic Lateral Sclerosis, Epilepsy, Glioma, Schizophrenia
hsa-mir-30c-1	Glioma
hsa-mir-30c-2	Glioma
hsa-mir-30c	Amyotrophic Lateral Sclerosis, Glioma
hsa-mir-30d	Schizophrenia
hsa-mir-30e	Glioma, Schizophrenia
hsa-mir-3125	Glioma
hsa-mir-3125_st	Glioma
hsa-mir-3135b	Autism Spectrum Disorder
hsa-mir-3138	Neuroepithelial Tumor
hsa-mir-3143	Autism Spectrum Disorder
hsa-mir-3146	Intracranial Aneurysm
hsa-mir-3160-1	Autism Spectrum Disorder
hsa-mir-3160-2	Autism Spectrum Disorder
hsa-mir-3163	Glioma
hsa-mir-3177	Aneurysmal Subarachnoid Hemorrhage
hsa-mir-3189	Glioma
hsa-mir-31	Alzheimer's Disease, Glioma
hsa-mir-320a	Epilepsy, Glioma
hsa-mir-320b	Acute Ischemic Stroke
hsa-mir-320	Cerebral Ischemia, Glioma
hsa-mir-320c	Glioma
hsa-mir-320d	Acute Ischemic Stroke, Glioma
hsa-mir-320e	Glioma
hsa-mir-323a	Epilepsy, Glioma
hsa-mir-323	Alzheimer's Disease, Glioma, Mild Cognitive Impairment
hsa-mir-323b	Glioma
hsa-mir-324	Alzheimer's Disease, Aneurysmal Subarachnoid Hemorrhage, Glioma
hsa-mir-325	Glioma
hsa-mir-326	Brain Neoplasms, Glioma
hsa-mir-328	Glioma, Neurodegenerative Disease
hsa-mir-329-1	Glioma
hsa-mir-329-2	Glioma
hsa-mir-329	Glioma, Neuroblastoma
hsa-mir-32	Glioma
hsa-mir-330	Acute Ischemic Stroke, Alzheimer's Disease, Glioma
hsa-mir-331-3p	Glioma
hsa-mir-331-3p_st	Glioma
hsa-mir-331	Amyotrophic Lateral Sclerosis, Glioma
hsa-mir-335	Acute Ischemic Stroke, Depression Disorder, Glioma, Meningioma, Neuroblastoma, Schizophrenia
hsa-mir-336	Amyotrophic Lateral Sclerosis
hsa-mir-337	Glioma, Neuroblastoma, Neurodegenerative Disease
hsa-mir-338	Amyotrophic Lateral Sclerosis, Glioma, Huntington's Disease, Neuroblastoma, Neurodegenerative Disease, Schizophrenia
hsa-mir-339	Alzheimer's Disease, Glioma, Neuroblastoma, Neuroendocrine Tumor
hsa-mir-33	Acute Ischemic Stroke, Alzheimer's Disease, Glioma
hsa-mir-340	Acute Ischemic Stroke, Glioma, Neuroblastoma
hsa-mir-342-3p	Glioma
hsa-mir-342	Alzheimer's Disease, Amyotrophic Lateral Sclerosis, Epilepsy, Glioma, Neurodegenerative Disease
hsa-mir-345	Glioma, Neuroendocrine Tumor
hsa-mir-346	Glioma, Schizophrenia
hsa-mir-34a-5	Glioma
hsa-mir-34a	Alzheimer's Disease, Amyotrophic Lateral Sclerosis, Bipolar Disorder, Brain Neoplasms, Epilepsy, Glioma, Huntington's Disease, Neuroblastoma, Schizophrenia
hsa-mir-34b	Autism Spectrum Disorder, Huntington's Disease, Intracranial Aneurysm, Neuroblastoma
hsa-mir-34c	Alzheimer's Disease, Glioma, Intracranial Aneurysm, Neuroblastoma
hsa-mir-34	Neurodegenerative Disease, Schizophrenia
hsa-mir-361-5p	Glioma
hsa-mir-361	Cerebral Cavernous Malformation, Glioma
hsa-mir-3622b	Alzheimer's Disease
hsa-mir-362	Glioma, Intracerebral Hemorrhage, Neuroblastoma
hsa-mir-363	Autism Spectrum Disorder, Glioma, Glioma, Neuroblastoma
hsa-mir-365	Glioma, Schizophrenia
hsa-mir-367	Glioma, Neurodegenerative Disease
hsa-mir-368	Glioma
hsa-mir-370	Cerebral Aneurysm, Cerebral Cavernous Malformation, Glioma, Mild Cognitive Impairment, Neuroblastoma
hsa-mir-371a	Glioma
hsa-mir-372	Cerebellum Cancer, Glioma
hsa-mir-373	Cerebellum Cancer, Glioma
hsa-mir-374	Glioma
hsa-mir-375	Alzheimer's Disease, Glioma, Neuroblastoma
hsa-mir-376a-2	Glioma
hsa-mir-376a	Glioma
hsa-mir-376b	Cerebral Ischemia, Glioma
hsa-mir-376	Glioma
hsa-mir-377	Glioma
hsa-mir-378b	Autism Spectrum Disorder
hsa-mir-378	Epilepsy, Glioma
hsa-mir-380	Neuroblastoma
hsa-mir-381	Autism Spectrum Disorder, Glioma
hsa-mir-382	Mild Cognitive Impairment
hsa-mir-383	Glioma
hsa-mir-384	Glioma
hsa-mir-409	Alzheimer's Disease, Encephalomyelitis
hsa-mir-410	Glioma, Neuroblastoma
hsa-mir-421	Neuroblastoma
hsa-mir-422a	Glioma
hsa-mir-423	Glioma
hsa-mir-424	Glioma, Neuroblastoma
hsa-mir-425	Amyotrophic Lateral Sclerosis, Glioma
hsa-mir-4262	Multiple Sclerosis
hsa-mir-4284	Glioma
hsa-mir-429	Glioma
hsa-mir-4301	Autism Spectrum Disorder
hsa-mir-4304	Autism Spectrum Disorder
hsa-mir-4306	Neurodegenerative Disease
hsa-mir-431	Autism Spectrum Disorder, Glioma
hsa-mir-432	Autism Spectrum Disorder, Neuroblastoma, Schizophrenia
hsa-mir-433	Depression Disorder
hsa-mir-4429	Acute Ischemic Stroke
hsa-mir-4432	Alzheimer's Disease
hsa-mir-4436b-1	Autism Spectrum Disorder
hsa-mir-4436b-2	Autism Spectrum Disorder
hsa-mir-4437	Multiple Sclerosis
hsa-mir-4443	Glioma
hsa-mir-4446	Epilepsy
hsa-mir-4449	Schizophrenia
hsa-mir-4467	Alzheimer's Disease
hsa-mir-4487	Neuroblastoma
hsa-mir-4489	Glioma
hsa-mir-449	Bipolar Disorder, Glioma, Schizophrenia
hsa-mir-4505	Anxiety Disorder
hsa-mir-451a	Amyotrophic Lateral Sclerosis, Epilepsy, Glioma
hsa-mir-451	Glioma, Neuroblastoma
hsa-mir-4529	Autism Spectrum Disorder
hsa-mir-452	Glioma
hsa-mir-454-3p	Glioma
hsa-mir-454	Glioma
hsa-mir-455	Alzheimer's Disease, Glioma, Intracranial Aneurysm
hsa-mir-4640	Autism Spectrum Disorder
hsa-mir-4646	Autism Spectrum Disorder
hsa-mir-4648	Alzheimer's Disease
hsa-mir-4655	Autism Spectrum Disorder
hsa-mir-4675	Alzheimer's Disease
hsa-mir-467a	Cerebral Malaria
hsa-mir-4688	Autism Spectrum Disorder
hsa-mir-4697	Parkinson's Disease
hsa-mir-4717	Anxiety Disorder
hsa-mir-4758	Glioma
hsa-mir-4766	Autism Spectrum Disorder
hsa-mir-483	Alzheimer's Disease, Glioma
hsa-mir-484	Autism Spectrum Disorder, Glioma
hsa-mir-485-3p	Glioma
hsa-mir-485	Anxiety Disorder
hsa-mir-486	Autism Spectrum Disorder, Cerebral Malaria, Glioma
hsa-mir-487b	Acute Ischemic Stroke, Neuroblastoma
hsa-mir-489	Glioma
hsa-mir-491	Acute Cerebral Infarction, Depression Disorder, Glioma, Mild Cognitive Impairment
hsa-mir-494-3p	Glioma
hsa-mir-494	Glioma
hsa-mir-495	Glioma
hsa-mir-496	Amyotrophic Lateral Sclerosis, Neuroblastoma
hsa-mir-497	Cerebral Ischemia, Glioma, Neuroblastoma, Schizophrenia
hsa-mir-499a	Glioma
hsa-mir-5004	Autism Spectrum Disorder
hsa-mir-500a-5p	Glioma
hsa-mir-500a	Glioma
hsa-mir-5010	Alzheimer's Disease
hsa-mir-501	Glioma
hsa-mir-502-5p	Glioma
hsa-mir-502	Aneurysmal Subarachnoid Hemorrhage
hsa-mir-503	Glioma
hsa-mir-504	Amyotrophic Lateral Sclerosis, Glioma, Neuroblastoma
hsa-mir-505	Alzheimer's Disease, Glioma
hsa-mir-506	Glioma
hsa-mir-5088	Alzheimer's Disease
hsa-mir-508	Glioma
hsa-mir-5096	Glioma
hsa-mir-509	Anxiety Disorder
hsa-mir-511	Alzheimer's Disease, Depression Disorder
hsa-mir-512	Alzheimer's Disease
hsa-mir-513c	Glioma
hsa-mir-514a-3p	Glioma
hsa-mir-516-1	Frontotemporal Lobar Degeneration
hsa-mir-516-2	Frontotemporal Lobar Degeneration
hsa-mir-518b	Glioma
hsa-mir-519d	Glioma
hsa-mir-520c	Glioma
hsa-mir-520f-3p	Glioma
hsa-mir-520f	Glioma
hsa-mir-520g	Brain Neoplasms
hsa-mir-522	Glioma
hsa-mir-524	Glioma
hsa-mir-527	Glioma
hsa-mir-532	Alzheimer's Disease, Amyotrophic Lateral Sclerosis
hsa-mir-539	Autism Spectrum Disorder, Glioma
hsa-mir-542	Glioma, Neuroblastoma
hsa-mir-544a	Glioma
hsa-mir-544b	Glioma
hsa-mir-545	Alzheimer's Disease
hsa-mir-548ab	Alzheimer's Disease
hsa-mir-548an	Multiple Sclerosis
hsa-mir-548b-5p	Glioma
hsa-mir-548b	Frontotemporal Lobar Degeneration
hsa-mir-548c	Frontotemporal Lobar Degeneration
hsa-mir-548	Glioma
hsa-mir-548h-4	Epilepsy
hsa-mir-548x	Glioma
hsa-mir-548x_st	Glioma
hsa-mir-549a	Glioma
hsa-mir-550-2	Autism Spectrum Disorder
hsa-mir-550a-1	Autism Spectrum Disorder
hsa-mir-550a	Amyotrophic Lateral Sclerosis
hsa-mir-552	Narcolepsy
hsa-mir-5582	Alzheimer's Disease, Autism Spectrum Disorder
hsa-mir-558	Neuroblastoma
hsa-mir-566	Glioma
hsa-mir-5691	Alzheimer's Disease
hsa-mir-571	Frontotemporal Lobar Degeneration
hsa-mir-572	Neuroblastoma
hsa-mir-574-3	Glioma
hsa-mir-574-3p	Glioma
hsa-mir-576-5p	Glioma
hsa-mir-576	Glioma
hsa-mir-577	Glioma
hsa-mir-579	Anxiety Disorder
hsa-mir-584	Amyotrophic Lateral Sclerosis, Glioma
hsa-mir-589	Glioma
hsa-mir-590-3p	Glioma
hsa-mir-590	Alzheimer's Disease, Glioma, Intracerebral Hemorrhage
hsa-mir-592	Glioma
hsa-mir-595	Neuroblastoma
hsa-mir-598	Autism Spectrum Disorder, Glioma
hsa-mir-599	Glioma
hsa-mir-602	Glioma
hsa-mir-603	Glioma
hsa-mir-608	Anxiety Disorder
hsa-mir-610	Glioma
hsa-mir-612	Glioma
hsa-mir-613	Alzheimer's Disease, Glioma
hsa-mir-615	Glioma
hsa-mir-622	Glioma
hsa-mir-625	Glioma
hsa-mir-626	Glioma
hsa-mir-628	Glioma, Neuroblastoma
hsa-mir-632	Frontotemporal Dementia
hsa-mir-637	Glioma
hsa-mir-638	Amyotrophic Lateral Sclerosis, Glioma
hsa-mir-646	Glioma
hsa-mir-650	Glioma
hsa-mir-652	Autism Spectrum Disorder, Bipolar Disorder, Glioma, Schizophrenia
hsa-mir-653-5p	Neuroblastoma
hsa-mir-656	Glioma
hsa-mir-659	Neuroblastoma
hsa-mir-660	Neuroendocrine Tumor
hsa-mir-661	Glioma
hsa-mir-663a	Autism Spectrum Disorder, Neuroblastoma
hsa-mir-663	Alzheimer's Disease, Anxiety Disorder, Glioma, Neurodegenerative Disease
hsa-mir-671	Glioma
hsa-mir-6721	Autism Spectrum Disorder
hsa-mir-6745	Autism Spectrum Disorder
hsa-mir-675	Glioma, Neuroblastoma
hsa-mir-6780b	Autism Spectrum Disorder
hsa-mir-6798	Glioma
hsa-mir-6832	Autism Spectrum Disorder
hsa-mir-6833	Autism Spectrum Disorder
hsa-mir-6834	Autism Spectrum Disorder
hsa-mir-6836	Autism Spectrum Disorder
hsa-mir-6842	Autism Spectrum Disorder
hsa-mir-6843	Autism Spectrum Disorder
hsa-mir-6873	Autism Spectrum Disorder
hsa-mir-6889	Autism Spectrum Disorder
hsa-mir-6891	Autism Spectrum Disorder
hsa-mir-690	Neuroblastoma
hsa-mir-708	Alzheimer's Disease, Bipolar Disorder, Glioma
hsa-mir-7154	Alzheimer's Disease, Autism Spectrum Disorder
hsa-mir-7-1	Autism Spectrum Disorder, Glioma, Neurilemmoma, Neuroblastoma, Neurofibromatosis, Schizophrenia
hsa-mir-7-2	Autism Spectrum Disorder, Glioma, Neurilemmoma, Neuroblastoma, Neurofibromatosis, Schizophrenia
hsa-mir-7-3	Autism Spectrum Disorder, Glioma, Neurilemmoma, Neurofibromatosis, Schizophrenia
hsa-mir-744	Glioma
hsa-mir-758	Glioma
hsa-mir-7-5p	Glioma
hsa-mir-765	Anxiety Disorder
hsa-mir-766	Alzheimer's Disease
hsa-mir-767	Glioma
hsa-mir-770	Glioma
hsa-mir-7	Alzheimer's Disease, Brain Neoplasms, Glioma, Neuroblastoma, Neurodegenerative Disease, Schizophrenia
hsa-mir-8064	Autism Spectrum Disorder
hsa-mir-8072	Autism Spectrum Disorder
hsa-mir-873	Glioma
hsa-mir-874-3p	Glioma
hsa-mir-874	Mild Cognitive Impairment
hsa-mir-877	Autism Spectrum Disorder
hsa-mir-885	Alzheimer's Disease, Autism Spectrum Disorder, Glioma, Neuroblastoma
hsa-mir-9-1	Alzheimer's Disease, Brain Neoplasms, Glioma, Neuroblastoma, Schizophrenia
hsa-mir-92-1	Autism Spectrum Disorder, Brain Neoplasms, Glioma, Neuroblastoma, Schizophrenia
hsa-mir-922	Alzheimer's Disease, Frontotemporal Lobar Degeneration
hsa-mir-92-2	Autism Spectrum Disorder, Glioma, Neuroblastoma, Schizophrenia
hsa-mir-92a	Alzheimer's Disease, Autism Spectrum Disorder, Glioma, Intracranial Aneurysm, Schizophrenia
hsa-mir-9-2	Alzheimer's Disease, Brain Neoplasms, Glioma, Neuroblastoma, Schizophrenia
hsa-mir-92b	Brain Neoplasms, Glioma, Neuroblastoma, Schizophrenia
hsa-mir-937	Alzheimer's Disease
hsa-mir-938	Glioma
hsa-mir-93	Acute Ischemic Stroke, Alzheimer's Disease, Amyotrophic Lateral Sclerosis, Autism Spectrum Disorder, Brain Neoplasms, Glioma, Neuroblastoma, Neuroendocrine Tumor
hsa-mir-9-3	Alzheimer's Disease, Bipolar Disorder, Brain Neoplasms, Glioma, Neuroblastoma, Schizophrenia
hsa-mir-95	Autism Spectrum Disorder, Cerebral Cavernous Malformation, Glioma
hsa-mir-96	Amyotrophic Lateral Sclerosis, Glioma, Neurodegenerative Disease
hsa-mir-98	Alzheimer's Disease, Glioma, Schizophrenia
hsa-mir-99a	Glioma, Neuroblastoma
hsa-mir-99b	Glioma
hsa-mir-9	Acute Ischemic Stroke, Alzheimer's Disease, Amyotrophic Lateral Sclerosis, Cerebral Aneurysm, Glioma, Schizophrenia
hsa-mir-9a	Epilepsy
HSD17B10	Intellectual Disability
HSD17B12	Neuroblastoma
HSD17B1	Parkinson's Disease
HSD17B7	Alzheimer's Disease
HSP70	Glioma
HSP90AB6P	Autism Spectrum Disorder
HSPA1A	Autism Spectrum Disorder
HSPA1B	Autism Spectrum Disorder
HSPA1L	Autism Spectrum Disorder
HSPA8P17	Autism Spectrum Disorder
HSPA8P5	Alzheimer's Disease
HSPA9	Autism Spectrum Disorder
HSPB1	Charcot-Marie-Tooth Disease, Glioma
HSPB8	Charcot-Marie-Tooth Disease
HSPD1	Autism Spectrum Disorder
HSPD1P6	Autism Spectrum Disorder
HSPE1	Autism Spectrum Disorder
HSPE1-MOB4	Autism Spectrum Disorder
HSPG2	Alzheimer's Disease
HSV-Tk	Glioma
HTERT	Glioma
HTR2C	Depression Disorder
HTR3A	Multiple Sclerosis
HTR6	Alzheimer's Disease
HTR7	Alzheimer's Disease
HTRA1	Alzheimer's Disease, Stroke
HTRA2	Parkinson's Disease
HTT-AS	Huntington's Disease
HTT	Huntington's Disease
HULC	Glioma
Huntingtin	Glioma
HUSEYO	Parkinson's Disease
HUWE1	Intellectual Disability
HYAL2	Alzheimer's Disease
HYDIN	Hydrocephalus
HYI	Alzheimer's Disease
HYKK	Autism Spectrum Disorder
IBA57	Autism Spectrum Disorder
ICOSLG	Glioma
ID3	Alzheimer's Disease
IDH1	Glioma
IDH2	Glioma
IDH3A	Glioma
IDH	Glioma
IDO1	Glioma
IER3	Autism Spectrum Disorder
IER3IP1	Epilepsy, Intellectual Disability
IFI30	Multiple Sclerosis
IFI44	Autism Spectrum Disorder
IFI44L	Autism Spectrum Disorder
IFITM3	Multiple Sclerosis
IFITM4P	Autism Spectrum Disorder
IFNA6	Epilepsy
IFNB1	Multiple Sclerosis
